"idPedido","lonCarga","latCarga","lonDescarga","latDescarga","categoria","prioridad","replanificacion","camiones","replan_time","replan_time_limit","idCamion"
"2107AR188-002",-7.61705,43.6956,-7.61688,43.69587,M3,0,37,,2022-08-19 14:00:00.000,,
"2105AR110-003",-7.20243,43.4134,-7.46299,43.67024,M3,0,43,,2022-08-22 14:00:00.000,,
"2107AR057-002",-7.58184,43.5773,-7.47869,43.675,M2,0,10,,2022-08-06 08:00:00.000,,
"1807AR508-002",-7.42884,43.68402,-7.6411,43.55238,M2,0,5,,2022-08-03 14:00:00.000,,
"1807AR553-001",-7.60039,43.63531,-7.60088,43.63475,M2,0,42,,2022-08-22 08:00:00.000,,
"2213AR022-003",-8.62876,42.94957,-8.48451,42.25676,M1,0,49,,2022-08-25 14:00:00.000,,
"1807AR650-015",-7.59514,43.58831,-8.48406,42.2562,M2,0,43,,2022-08-22 14:00:00.000,,
"1907AR045-002",-7.39881,43.63336,-7.4796,43.67485,M2,0,41,,2022-08-21 14:00:00.000,,
"2212AR094-001",-8.96946,42.94094,-7.19906,43.22386,M3,0,35,,2022-08-18 14:00:00.000,,
"1804AR127-001",-7.15307,43.38854,-7.47975,43.67466,M2,0,32,,2022-08-17 08:00:00.000,,
"2021AR065-034",-7.19792,43.22397,-7.4332,43.5705,M3,0,38,,2022-08-20 08:00:00.000,,
"2205AR008-002",-7.20861,43.40804,-7.22114,43.40922,M2,0,26,,2022-08-14 08:00:00.000,,
"2205AR008-010",-7.2189,43.41796,-7.21601,43.41744,M2,0,4,,2022-08-03 08:00:00.000,,
"2217AR037-001",-8.48367,42.26388,-8.94102,43.01386,M3,0,15,,2022-08-08 14:00:00.000,,
"2215AR061-007",-8.26852,42.67974,-8.7368,42.44507,M1,0,40,,2022-08-21 08:00:00.000,,
"1907AR482-003",-7.49583,43.69084,-7.19697,43.21986,M2,0,2,,2022-08-02 08:00:00.000,,
"1821AR061-013",-7.19915,43.21205,-7.19195,43.30638,M2,0,37,,2022-08-19 14:00:00.000,,
"2112AR097-002",-8.94043,43.01448,-8.49854,42.84608,M3,0,18,,2022-08-10 08:00:00.000,,
"2207AR008-001",-7.99143,43.60707,-8.94015,43.02137,M2,0,23,,2022-08-12 14:00:00.000,,
"2105AR117-006",-7.23272,43.51954,-7.32204,43.60128,M2,0,39,,2022-08-20 14:00:00.000,,
"2105AR117-031",-7.3344,43.60083,-7.45731,43.68539,M2,0,33,,2022-08-17 14:00:00.000,,
"2215AR064-008",-8.73505,42.44608,-8.49693,42.25406,M1,0,43,,2022-08-22 14:00:00.000,,
"2207AR053-003",-7.52528,43.66932,-8.49209,42.25933,M2,0,6,,2022-08-04 08:00:00.000,,
"2112AR106-003",-8.85625,43.10345,-7.32346,43.4629,M3,0,32,,2022-08-17 08:00:00.000,,
"2106AR067-002",-7.32342,43.46297,-8.06042,43.64266,M3,0,45,,2022-08-23 14:00:00.000,,
"1904AR103-009",-7.17335,43.39199,-6.03038,43.50052,M2,0,6,,2022-08-04 08:00:00.000,,
"2106AR071-008",-7.28027,43.46497,-8.50456,42.26478,M3,0,13,,2022-08-07 14:00:00.000,,
"2217AR037-006",-8.49003,42.2602,-8.4987,42.27537,M3,0,42,,2022-08-22 08:00:00.000,,
"2220AR015-001",-7.73258,43.12364,-7.08437,43.42162,M1,0,20,,2022-08-11 08:00:00.000,,
"1904AR040-005",-7.16456,43.38847,-7.28904,43.54424,M2,0,29,,2022-08-15 14:00:00.000,,
"2217AR037-004",-8.50757,42.26555,-7.32751,43.44768,M3,0,43,,2022-08-22 14:00:00.000,,
"2208AR033-001",-8.0609,43.6427,-8.0603,43.64297,M3,0,48,,2022-08-25 08:00:00.000,,
"1807AR494-002",-7.52401,43.65574,-7.63777,43.55195,M2,0,13,,2022-08-07 14:00:00.000,,
"1807AR650-008",-7.58485,43.58173,-7.59398,43.59038,M2,0,39,,2022-08-20 14:00:00.000,,
"2105AR117-004",-7.23072,43.51951,-7.43868,43.61216,M1,0,6,,2022-08-04 08:00:00.000,,
"2007AR299-001",-7.59189,43.60962,-8.475,42.83882,M3,0,35,,2022-08-18 14:00:00.000,,
"2213AR029-001",-8.52305,42.80888,-7.62835,43.63169,M1,0,40,,2022-08-21 08:00:00.000,,
"2007AR300-002",-7.62349,43.69357,-9.04979,42.60627,M3,0,40,,2022-08-21 08:00:00.000,,
"2115AR122-001",-8.5171,42.66824,-8.38069,42.759,M3,0,7,,2022-08-04 14:00:00.000,,
"1807AR650-030",-7.58551,43.5811,-7.13457,43.41016,M2,0,14,,2022-08-08 08:00:00.000,,
"1907AR358-001",-7.42785,43.63366,-7.42952,43.63499,M2,0,22,,2022-08-12 08:00:00.000,,
"2106AR071-003",-7.26621,43.46105,-7.27036,43.46173,M3,0,7,,2022-08-04 14:00:00.000,,
"2106AR071-004",-7.26818,43.46153,-7.27361,43.46015,M3,0,20,,2022-08-11 08:00:00.000,,
"1907AR362-004",-7.54749,43.70521,-7.1107,43.41652,M2,0,38,,2022-08-20 08:00:00.000,,
"2204AR014-028",-7.10902,43.41585,-7.12934,43.40515,M2,0,34,,2022-08-18 08:00:00.000,,
"2106AR071-009",-7.27418,43.46359,-7.40913,43.67936,M3,0,16,,2022-08-09 08:00:00.000,,
"2106AR067-006",-7.34539,43.46224,-7.32427,43.46327,M3,0,18,,2022-08-10 08:00:00.000,,
"1907AR405-001",-7.38985,43.64503,-7.40649,43.64325,M2,0,9,,2022-08-05 14:00:00.000,,
"1907AR387-003",-7.40892,43.67958,-8.53915,42.39014,M3,0,10,,2022-08-06 08:00:00.000,,
"2106AR067-004",-7.32427,43.4632,-6.23104,43.40854,M3,0,4,,2022-08-03 08:00:00.000,,
"2021AR065-016",-7.19569,43.21462,-7.18398,43.36465,M3,0,19,,2022-08-10 14:00:00.000,,
"2205AR004-001",-7.22627,43.35653,-7.4658,43.63937,M3,0,9,,2022-08-05 14:00:00.000,,
"2007AR219-002",-7.6308,43.67168,-7.41091,43.68001,M3,0,8,,2022-08-05 08:00:00.000,,
"1905AR064-001",-7.20493,43.41482,-8.74194,43.1191,M2,0,23,,2022-08-12 14:00:00.000,,
"1606AR142-003",-7.31166,43.49151,-7.21562,43.41762,M2,0,39,,2022-08-20 14:00:00.000,,
"1606AR171-004",-7.36217,43.45569,-7.26515,43.45445,M2,0,38,,2022-08-20 08:00:00.000,,
"2105AR052-001",-7.21159,43.48229,-7.26591,43.46128,M3,0,48,,2022-08-25 08:00:00.000,,
"2106AR071-006",-7.27086,43.46062,-7.27437,43.46476,M3,0,17,,2022-08-09 14:00:00.000,,
"2217AR037-002",-8.48073,42.2607,-8.50404,42.26652,M3,0,27,,2022-08-14 14:00:00.000,,
"2204AR014-010",-7.11193,43.41027,-7.1121,43.41023,M2,0,16,,2022-08-09 08:00:00.000,,
"2204AR014-012",-7.11224,43.41024,-7.11232,43.41025,M2,0,22,,2022-08-12 08:00:00.000,,
"2204AR014-014",-7.11238,43.41025,-7.30979,43.4427,M2,0,5,,2022-08-03 14:00:00.000,,
"1905AR084-002",-7.22081,43.41547,-7.11347,43.40999,M2,0,4,,2022-08-03 08:00:00.000,,
"2204AR014-024",-7.11362,43.41009,-7.11368,43.4099,M2,0,22,,2022-08-12 08:00:00.000,,
"2204AR014-027",-7.11393,43.40988,-7.21225,43.41988,M2,0,15,,2022-08-08 14:00:00.000,,
"1907AR471-002",-7.43451,43.67459,-7.12119,43.39109,M0,0,16,,2022-08-09 08:00:00.000,,
"1905AR174-002",-7.23776,43.47424,-7.14143,43.38402,M2,0,23,,2022-08-12 14:00:00.000,,
"2207AR077-009",-7.59245,43.60202,-8.74207,42.55563,M1,0,17,,2022-08-09 14:00:00.000,,
"2207AR057-002",-7.55735,43.61534,-7.19234,43.4918,M2,0,17,,2022-08-09 14:00:00.000,,
"1906AR205-003",-7.3082,43.43223,-7.31369,43.44103,M2,0,23,,2022-08-12 14:00:00.000,,
"2003AR085-010",-6.03807,43.48295,-7.28465,43.46182,M2,0,34,,2022-08-18 08:00:00.000,,
"2221AR018-013",-7.32194,43.44374,-7.44098,43.30851,M2,0,16,,2022-08-09 08:00:00.000,,
"1906AR226-001",-7.30805,43.42479,-6.03066,43.49927,M2,0,48,,2022-08-25 08:00:00.000,,
"2003AR115-003",-6.03426,43.49892,-8.72842,42.04569,M2,0,22,,2022-08-12 08:00:00.000,,
"2217AR005-017",-8.74283,42.05609,-6.03001,43.49958,M2,0,47,,2022-08-24 14:00:00.000,,
"2003AR128-003",-6.03053,43.49978,-7.32319,43.51342,M2,0,9,,2022-08-05 14:00:00.000,,
"2221AR018-008",-7.3107,43.44227,-7.31107,43.44176,M2,0,5,,2022-08-03 14:00:00.000,,
"2204AR047-001",-7.09016,43.42539,-7.44804,43.59795,M2,0,40,,2022-08-21 08:00:00.000,,
"2204AR047-008",-7.08592,43.40879,-7.08366,43.40726,M2,0,26,,2022-08-14 08:00:00.000,,
"2121AR085-001",-7.32431,43.27566,-7.20303,43.22326,M3,0,45,,2022-08-23 14:00:00.000,,
"2217AR005-047",-8.74818,41.98136,-7.30948,43.46101,M2,0,37,,2022-08-19 14:00:00.000,,
"2217AR005-060",-8.69552,42.03444,-6.67484,43.50853,M2,0,1,,2022-08-01 14:00:00.000,,
"2221AR031-001",-7.38804,43.15832,-8.75565,42.11515,M2,0,21,,2022-08-11 14:00:00.000,,
"2217AR005-074",-8.78671,42.10806,-8.713,42.11144,M2,0,0,,2022-08-01 08:00:00.000,,
"2113AR089-002",-8.49825,42.84679,-8.85398,43.10904,M3,0,34,,2022-08-18 08:00:00.000,,
"2006AR080-001",-7.32692,43.44773,-8.56354,42.84338,M1,0,27,,2022-08-14 14:00:00.000,,
"2214AR019-001",-9.04811,42.60672,-7.19645,43.40707,M3,0,31,,2022-08-16 14:00:00.000,,
"1804AR124-042",-7.12866,43.39956,-7.39809,43.6476,M2,0,15,,2022-08-08 14:00:00.000,,
"2106AR074-010",-7.37232,43.61206,-7.37699,43.61188,M3,0,23,,2022-08-12 14:00:00.000,,
"1904AR103-005",-7.16924,43.39546,-7.30878,43.4919,M2,0,33,,2022-08-17 14:00:00.000,,
"2217AR005-070",-8.77085,42.12039,-7.64585,43.02508,M2,0,49,,2022-08-25 14:00:00.000,,
"2204AR014-001",-7.13725,43.40959,-7.6468,43.02538,M2,0,24,,2022-08-13 08:00:00.000,,
"2217AR037-008",-8.48936,42.25805,-7.32229,43.46256,M3,0,9,,2022-08-05 14:00:00.000,,
"2106AR074-004",-7.31793,43.59402,-7.33186,43.61021,M3,0,23,,2022-08-12 14:00:00.000,,
"2207AR046-008",-7.40191,43.63916,-8.1824,42.7088,M2,0,41,,2022-08-21 14:00:00.000,,
"2214AR018-003",-8.57276,42.83766,-8.71994,42.56209,M1,0,47,,2022-08-24 14:00:00.000,,
"2215AR005-002",-8.16765,42.71246,-7.23848,43.23681,M2,0,27,,2022-08-14 14:00:00.000,,
"2215AR005-005",-8.1685,42.71365,-7.23327,43.24014,M2,0,22,,2022-08-12 08:00:00.000,,
"1721AR032-005",-7.23324,43.24053,-8.75531,42.05079,M2,0,1,,2022-08-01 14:00:00.000,,
"2217AR005-009",-8.75544,42.05103,-8.75609,42.05072,M2,0,34,,2022-08-18 08:00:00.000,,
"1921AR043-001",-7.45655,43.31116,-7.25507,43.41969,M2,0,3,,2022-08-02 14:00:00.000,,
"2217AR005-026",-8.73465,42.02812,-8.72712,42.02777,M2,0,2,,2022-08-02 08:00:00.000,,
"2106AR075-001",-7.35523,43.60834,-7.28765,43.49162,M3,0,4,,2022-08-03 08:00:00.000,,
"2215AR035-001",-8.7792,42.57613,-7.29099,43.49277,M3,0,2,,2022-08-02 08:00:00.000,,
"2020AR008-002",-7.73514,42.96884,-7.73182,42.97108,M3,0,1,,2022-08-01 14:00:00.000,,
"2217AR005-082",-8.74644,42.06976,-7.47918,43.67531,M2,0,33,,2022-08-17 14:00:00.000,,
"2207AR056-005",-7.47932,43.6754,-8.78049,42.04871,M2,0,31,,2022-08-16 14:00:00.000,,
"2107AR117-004",-7.57594,43.57811,-8.88814,43.03047,M3,0,38,,2022-08-20 08:00:00.000,,
"2217AR005-030",-8.72342,42.02505,-8.87404,42.09644,M2,0,34,,2022-08-18 08:00:00.000,,
"2106AR072-001",-7.3322,43.5197,-7.43278,43.57092,M3,0,23,,2022-08-12 14:00:00.000,,
"2215AR004-015",-8.72526,42.55433,-8.63797,43.01497,M1,0,19,,2022-08-10 14:00:00.000,,
"2214AR023-003",-8.64747,43.01543,-8.63969,43.00642,M1,0,42,,2022-08-22 08:00:00.000,,
"2214AR023-006",-8.64257,43.00474,-8.63902,43.00586,M1,0,45,,2022-08-23 14:00:00.000,,
"2006AR126-004",-7.38949,43.4907,-7.39064,43.49054,M2,0,42,,2022-08-22 08:00:00.000,,
"2006AR126-003",-7.39012,43.49063,-7.38539,43.4655,M2,0,6,,2022-08-04 08:00:00.000,,
"2006AR126-008",-7.37942,43.47566,-7.37402,43.47492,M2,0,13,,2022-08-07 14:00:00.000,,
"2214AR026-012",-8.68054,43.05817,-8.26654,42.67636,M1,0,11,,2022-08-06 14:00:00.000,,
"2105AR095-006",-7.2576,43.40654,-8.71871,42.95442,M3,0,21,,2022-08-11 14:00:00.000,,
"2217AR005-063",-8.87398,42.09619,-8.88426,42.09532,M2,0,32,,2022-08-17 08:00:00.000,,
"2217AR005-071",-8.75071,42.12372,-7.09846,43.41586,M2,0,2,,2022-08-02 08:00:00.000,,
"2106AR074-007",-7.33095,43.61075,-7.34775,43.60275,M3,0,33,,2022-08-17 14:00:00.000,,
"1907AR133-001",-7.51863,43.67722,-7.11031,43.41061,M2,0,37,,2022-08-19 14:00:00.000,,
"2206AR036-008",-7.30924,43.49286,-7.24509,43.51726,M2,0,32,,2022-08-17 08:00:00.000,,
"2206AR036-002",-7.30153,43.49839,-7.3023,43.48845,M2,0,33,,2022-08-17 14:00:00.000,,
"2206AR036-005",-7.30228,43.49323,-7.30956,43.50127,M2,0,18,,2022-08-10 08:00:00.000,,
"2205AR048-001",-7.24625,43.38318,-7.26201,43.46615,M3,0,34,,2022-08-18 08:00:00.000,,
"2215AR064-024",-8.74727,42.4448,-8.75745,42.45977,M1,0,36,,2022-08-19 08:00:00.000,,
"2206AR006-006",-7.26201,43.46536,-8.90486,43.09975,M2,0,18,,2022-08-10 08:00:00.000,,
"2114AR107-007",-8.70892,42.95691,-7.25604,43.46169,M3,0,6,,2022-08-04 08:00:00.000,,
"2204AR047-004",-7.08462,43.41378,-8.73212,43.12952,M2,0,10,,2022-08-06 08:00:00.000,,
"2107AR117-001",-7.41269,43.68054,-9.04323,42.60778,M3,0,39,,2022-08-20 14:00:00.000,,
"2214AR018-002",-8.59709,42.83791,-7.43261,43.64324,M1,0,27,,2022-08-14 14:00:00.000,,
"2207AR075-003",-7.39103,43.63995,-8.64257,42.91196,M1,0,8,,2022-08-05 08:00:00.000,,
"2117AR127-001",-8.29138,42.18266,-8.29737,42.18662,M3,0,37,,2022-08-19 14:00:00.000,,
"1705AR131-002",-7.24361,43.51897,-7.8102,43.61833,M0,0,6,,2022-08-04 08:00:00.000,,
"2212AR045-003",-8.7423,43.11908,-7.30062,43.50123,M2,0,34,,2022-08-18 08:00:00.000,,
"2205AR011-001",-7.25727,43.33369,-7.17598,43.4192,M2,0,14,,2022-08-08 08:00:00.000,,
"2206AR006-001",-7.29767,43.50343,-7.29721,43.50349,M3,0,49,,2022-08-25 14:00:00.000,,
"2206AR005-004",-7.25887,43.46091,-7.26508,43.45623,M2,0,22,,2022-08-12 08:00:00.000,,
"2206AR036-010",-7.31008,43.49356,-7.31001,43.49015,M2,0,5,,2022-08-03 14:00:00.000,,
"2006AR124-004",-7.27119,43.45491,-7.26837,43.45408,M2,0,17,,2022-08-09 14:00:00.000,,
"2207AR056-003",-7.47903,43.67511,-7.53341,43.71965,M2,0,44,,2022-08-23 08:00:00.000,,
"2207AR060-011",-7.63158,43.60708,-7.63289,43.60723,M2,0,19,,2022-08-10 14:00:00.000,,
"2207AR060-010",-7.63258,43.60767,-7.15586,43.397,M2,0,10,,2022-08-06 08:00:00.000,,
"2005AR114-002",-7.23511,43.50634,-7.1547,43.50349,M3,0,18,,2022-08-10 08:00:00.000,,
"2214AR024-003",-8.64585,42.91414,-8.64436,42.91466,M1,0,2,,2022-08-02 08:00:00.000,,
"2214AR004-003",-9.05161,42.59932,-8.51816,42.68377,M3,0,6,,2022-08-04 08:00:00.000,,
"2204AR014-003",-7.12823,43.40827,-7.11259,43.41022,M2,0,49,,2022-08-25 14:00:00.000,,
"2204AR014-020",-7.11294,43.41022,-7.11338,43.41005,M2,0,19,,2022-08-10 14:00:00.000,,
"2204AR014-019",-7.11286,43.4102,-7.12739,43.40505,M2,0,45,,2022-08-23 14:00:00.000,,
"2214AR026-007",-8.60757,43.02229,-7.12765,43.4051,M1,0,4,,2022-08-03 08:00:00.000,,
"2107AR057-004",-7.61815,43.56033,-7.13228,43.38178,M2,0,18,,2022-08-10 08:00:00.000,,
"2215AR061-002",-8.26733,42.67646,-8.26844,42.67963,M1,0,39,,2022-08-20 14:00:00.000,,
"2206AR005-001",-7.31251,43.44213,-7.11172,43.41026,M2,0,17,,2022-08-09 14:00:00.000,,
"2204AR014-009",-7.11182,43.41027,-7.11247,43.41024,M2,0,24,,2022-08-13 08:00:00.000,,
"2215AR061-009",-8.269,42.67893,-8.73669,42.44714,M1,0,21,,2022-08-11 14:00:00.000,,
"2204AR014-022",-7.11344,43.41009,-7.11368,43.41001,M2,0,47,,2022-08-24 14:00:00.000,,
"1921AR030-002",-7.50071,43.29865,-7.32548,43.51286,M2,0,20,,2022-08-11 08:00:00.000,,
"2215AR064-011",-8.73317,42.44776,-8.73641,42.44409,M1,0,23,,2022-08-12 14:00:00.000,,
"2207AR060-003",-7.5321,43.7195,-7.66062,43.69556,M2,0,4,,2022-08-03 08:00:00.000,,
"2215AR064-014",-8.73458,42.44379,-8.73458,42.44344,M1,0,32,,2022-08-17 08:00:00.000,,
"2215AR064-025",-8.74726,42.44471,-8.74453,42.4451,M1,0,23,,2022-08-12 14:00:00.000,,
"2215AR064-023",-8.74695,42.44504,-8.41293,42.54544,M1,0,41,,2022-08-21 14:00:00.000,,
"2207AR060-002",-7.53097,43.71961,-7.52635,43.66816,M2,0,5,,2022-08-03 14:00:00.000,,
"2207AR058-002",-7.5266,43.66716,-7.63536,43.60833,M2,0,10,,2022-08-06 08:00:00.000,,
"2020AR054-001",-7.61732,43.41647,-8.48043,42.24445,M3,0,39,,2022-08-20 14:00:00.000,,
"2217AR005-083",-8.74358,42.06953,-7.31253,43.44235,M2,0,10,,2022-08-06 08:00:00.000,,
"2004AR036-001",-7.14075,43.41461,-7.31218,43.44216,M2,0,46,,2022-08-24 08:00:00.000,,
"2012AR107-001",-8.9528,43.02333,-8.92199,43.07744,M2,0,31,,2022-08-16 14:00:00.000,,
"2210AR017-001",-8.24567,43.28952,-8.63766,43.01485,M1,0,41,,2022-08-21 14:00:00.000,,
"2012AR107-003",-8.93196,43.08153,-8.69737,42.94244,M2,0,13,,2022-08-07 14:00:00.000,,
"2214AR024-001",-8.65515,42.91285,-8.67542,43.07481,M1,0,0,,2022-08-01 08:00:00.000,,
"2106AR077-001",-7.34445,43.41252,-7.3878,43.4904,M3,0,25,,2022-08-13 14:00:00.000,,
"2006AR126-005",-7.38926,43.49097,-7.07768,43.41949,M2,0,14,,2022-08-08 08:00:00.000,,
"2204AR049-008",-7.0793,43.40818,-7.08408,43.40478,M2,0,30,,2022-08-16 08:00:00.000,,
"2204AR049-010",-7.0865,43.40977,-8.74245,43.11205,M2,0,16,,2022-08-09 08:00:00.000,,
"2215AR004-005",-8.74183,42.5558,-8.30995,42.1348,M1,0,44,,2022-08-23 08:00:00.000,,
"1905AR122-005",-7.23499,43.4072,-8.76533,42.04348,M2,0,8,,2022-08-05 08:00:00.000,,
"2204AR014-030",-7.11086,43.4164,-7.12791,43.40505,M2,0,11,,2022-08-06 14:00:00.000,,
"2003AR128-006",-6.02726,43.49945,-8.88005,42.09685,M2,0,17,,2022-08-09 14:00:00.000,,
"2207AR060-007",-7.63589,43.60843,-8.75166,42.12404,M2,0,39,,2022-08-20 14:00:00.000,,
"2207AR060-005",-7.66082,43.69538,-8.7838,42.12544,M2,0,31,,2022-08-16 14:00:00.000,,
"2207AR060-008",-7.63555,43.60413,-7.5565,43.61684,M2,0,13,,2022-08-07 14:00:00.000,,
"1905AR204-006",-7.22324,43.43735,-7.22253,43.43595,M2,0,19,,2022-08-10 14:00:00.000,,
"1905AR204-004",-7.22295,43.43711,-7.43998,43.30833,M2,0,7,,2022-08-04 14:00:00.000,,
"2207AR071-001",-7.48172,43.65885,-7.44376,43.62045,M1,0,6,,2022-08-04 08:00:00.000,,
"2114AR107-003",-8.69024,42.96841,-8.48045,42.24388,M3,0,13,,2022-08-07 14:00:00.000,,
"2217AR040-001",-8.58883,42.21689,-7.33163,43.59642,M2,0,28,,2022-08-15 08:00:00.000,,
"2204AR049-002",-7.0858,43.41789,-7.79502,43.6255,M0,0,31,,2022-08-16 14:00:00.000,,
"2121AR082-001",-7.29898,42.88363,-8.49201,42.65989,M3,0,38,,2022-08-20 08:00:00.000,,
"2221AR018-002",-7.2542,43.50954,-7.24881,43.51293,M2,0,47,,2022-08-24 14:00:00.000,,
"2221AR018-004",-7.32418,43.51318,-7.12818,43.40512,M2,0,30,,2022-08-16 08:00:00.000,,
"2105AR117-026",-7.32706,43.59966,-7.34297,43.53674,M2,0,17,,2022-08-09 14:00:00.000,,
"2107AR007-001",-7.48475,43.67681,-7.55848,43.62742,M2,0,41,,2022-08-21 14:00:00.000,,
"2217AR005-014",-8.74247,42.05659,-8.7586,42.04892,M2,0,24,,2022-08-13 08:00:00.000,,
"2205AR071-004",-7.23049,43.37171,-7.30687,43.43269,M2,0,31,,2022-08-16 14:00:00.000,,
"2214AR004-002",-9.05035,42.59892,-7.36526,43.41856,M3,0,17,,2022-08-09 14:00:00.000,,
"2105AR045-001",-7.21904,43.30949,-8.77778,41.96851,M2,0,27,,2022-08-14 14:00:00.000,,
"2107AR141-030",-7.56443,43.6063,-7.34481,43.51941,M3,0,48,,2022-08-25 08:00:00.000,,
"2107AR082-007",-7.35885,43.42186,-7.21676,43.41839,M2,0,39,,2022-08-20 14:00:00.000,,
"2106AR079-001",-7.34259,43.51756,-7.27903,43.46506,M3,0,12,,2022-08-07 08:00:00.000,,
"1906AR209-011",-7.24845,43.44478,-7.21757,43.41818,M2,0,23,,2022-08-12 14:00:00.000,,
"2217AR005-049",-8.78164,41.97077,-7.23111,43.40682,M2,0,36,,2022-08-19 08:00:00.000,,
"2205AR008-009",-7.21778,43.41812,-7.20682,43.40984,M2,0,30,,2022-08-16 08:00:00.000,,
"2206AR064-002",-7.3264,43.60981,-8.74057,43.11272,M1,0,17,,2022-08-09 14:00:00.000,,
"2212AR095-011",-8.74062,43.11188,-8.74313,43.10507,M1,0,41,,2022-08-21 14:00:00.000,,
"2212AR095-013",-8.91054,42.97069,-8.73558,42.56036,M1,0,10,,2022-08-06 08:00:00.000,,
"2205AR008-005",-7.21551,43.41537,-8.75096,42.04173,M2,0,19,,2022-08-10 14:00:00.000,,
"2217AR005-034",-8.72743,42.02142,-8.70902,42.01943,M2,0,30,,2022-08-16 08:00:00.000,,
"2212AR095-014",-8.94279,43.00937,-8.94143,43.00296,M1,0,45,,2022-08-23 14:00:00.000,,
"2217AR005-036",-8.69327,42.01942,-8.69284,42.01914,M2,0,33,,2022-08-17 14:00:00.000,,
"2020AR008-001",-7.73502,42.9709,-8.54699,42.60647,M3,0,4,,2022-08-03 08:00:00.000,,
"2107AR093-005",-7.48297,43.66874,-8.69215,42.01772,M2,0,5,,2022-08-03 14:00:00.000,,
"2107AR141-031",-7.56427,43.60711,-7.56492,43.60682,M3,0,4,,2022-08-03 08:00:00.000,,
"2217AR005-056",-8.6873,42.05534,-8.74234,42.05632,M2,0,18,,2022-08-10 08:00:00.000,,
"2212AR095-017",-8.93958,43.00181,-8.5999,42.85348,M1,0,8,,2022-08-05 08:00:00.000,,
"2217AR005-020",-8.72677,42.04819,-8.75263,41.98093,M2,0,38,,2022-08-20 08:00:00.000,,
"2217AR005-046",-8.70266,41.98572,-8.75447,41.97899,M2,0,47,,2022-08-24 14:00:00.000,,
"2012AR107-005",-8.942,43.085,-8.86962,43.12614,M2,0,4,,2022-08-03 08:00:00.000,,
"2204AR014-031",-7.10925,43.41574,-7.09739,43.41785,M2,0,46,,2022-08-24 08:00:00.000,,
"2204AR045-010",-7.09709,43.41988,-7.07884,43.42813,M2,0,8,,2022-08-05 08:00:00.000,,
"2112AR020-004",-8.8565,43.10773,-7.23959,43.5191,M2,0,34,,2022-08-18 08:00:00.000,,
"2205AR008-014",-7.22331,43.41028,-7.21773,43.41517,M2,0,41,,2022-08-21 14:00:00.000,,
"2117AR130-001",-8.83994,42.10954,-7.28549,43.40762,M3,0,12,,2022-08-07 08:00:00.000,,
"2205AR008-016",-7.21612,43.4159,-8.72795,42.02069,M2,0,35,,2022-08-18 14:00:00.000,,
"1920AR007-006",-7.72092,42.98031,-7.30249,43.4931,M2,0,48,,2022-08-25 08:00:00.000,,
"2207AR046-009",-7.39668,43.63685,-7.39741,43.63713,M2,0,46,,2022-08-24 08:00:00.000,,
"2204AR050-001",-7.08524,43.42241,-7.50216,43.645,M1,0,32,,2022-08-17 08:00:00.000,,
"2207AR071-007",-7.49558,43.64293,-7.53035,43.7032,M1,0,29,,2022-08-15 14:00:00.000,,
"2207AR038-025",-7.48983,43.6724,-7.20998,43.4814,M3,0,37,,2022-08-19 14:00:00.000,,
"2205AR008-017",-7.21538,43.41663,-7.21976,43.40633,M2,0,16,,2022-08-09 08:00:00.000,,
"2205AR013-001",-7.21107,43.48204,-7.21049,43.48175,M3,0,10,,2022-08-06 08:00:00.000,,
"2208AR165-001",-7.79476,43.62595,-7.79585,43.62141,M0,0,42,,2022-08-22 08:00:00.000,,
"2208AR165-006",-7.79587,43.62507,-7.8122,43.61611,M0,0,1,,2022-08-01 14:00:00.000,,
"2117AR082-005",-8.48053,42.24417,-8.48052,42.24396,M3,0,39,,2022-08-20 14:00:00.000,,
"2117AR082-004",-8.48061,42.24428,-7.54977,43.60122,M3,0,12,,2022-08-07 08:00:00.000,,
"2207AR077-004",-7.63077,43.63465,-8.73528,42.56032,M1,0,12,,2022-08-07 08:00:00.000,,
"2207AR052-001",-7.56757,43.67647,-8.16926,42.71091,M2,0,26,,2022-08-14 08:00:00.000,,
"2007AR185-003",-7.4084,43.68387,-8.58725,42.21413,M2,0,31,,2022-08-16 14:00:00.000,,
"2117AR127-009",-8.2922,42.1813,-7.29626,43.51052,M3,0,7,,2022-08-04 14:00:00.000,,
"2114AR108-001",-8.7085,42.95663,-8.96412,42.91828,M3,0,2,,2022-08-02 08:00:00.000,,
"2204AZ013-001",-7.09737,43.4181,-8.76315,42.04503,M2,0,10,,2022-08-06 08:00:00.000,,
"2212AR094-003",-8.96477,42.91792,-7.18825,43.47756,M3,0,18,,2022-08-10 08:00:00.000,,
"2212AR095-004",-8.73467,43.11183,-8.67545,43.07451,M1,0,36,,2022-08-19 08:00:00.000,,
"1905AR204-037",-7.22247,43.43585,-7.31378,43.5039,M2,0,42,,2022-08-22 08:00:00.000,,
"2214AR005-002",-9.03505,42.61258,-7.51725,43.61265,M3,0,19,,2022-08-10 14:00:00.000,,
"2117AR006-001",-8.24952,42.22057,-7.62042,43.63039,M3,0,10,,2022-08-06 08:00:00.000,,
"2215AR061-010",-8.26906,42.67814,-8.6994,42.60943,M1,0,44,,2022-08-23 08:00:00.000,,
