"idPedido","lonCarga","latCarga","lonDescarga","latDescarga","categoria","prioridad","replanificacion","camiones","replan_time","replan_time_limit","idCamion"
"2006AR045-002",-7.31771,43.50486,-7.43633,43.65645,M2,0,34,,2022-08-18 08:00:00.000,,
"2217AR005-040",-8.75427,41.97859,-8.78714,42.10797,M2,0,41,,2022-08-21 14:00:00.000,,
"2107AR082-008",-7.37698,43.42032,-7.36433,43.41771,M2,0,33,,2022-08-17 14:00:00.000,,
"2215AR069-004",-8.69916,42.61201,-8.68106,43.05811,M1,0,23,,2022-08-12 14:00:00.000,,
"2215AR064-001",-8.73676,42.44728,-8.73675,42.4449,M1,0,26,,2022-08-14 08:00:00.000,,
"2215AR064-007",-8.73675,42.44622,-8.73325,42.44763,M1,0,37,,2022-08-19 14:00:00.000,,
"2215AR064-021",-8.74402,42.45212,-8.74393,42.45225,M1,0,0,,2022-08-01 08:00:00.000,,
"2121AR064-010",-7.4196,43.31231,-7.82486,43.46973,M3,0,1,,2022-08-01 14:00:00.000,,
"2109AR059-005",-7.82356,43.46912,-7.8257,43.46992,M3,0,1,,2022-08-01 14:00:00.000,,
"2107AR083-003",-7.36061,43.42293,-8.93893,43.08422,M2,0,32,,2022-08-17 08:00:00.000,,
"2109AR059-009",-7.83077,43.46959,-7.67721,43.58059,M3,0,26,,2022-08-14 08:00:00.000,,
"2112AR020-001",-8.88245,43.04673,-8.75431,41.97876,M2,0,44,,2022-08-23 08:00:00.000,,
"1807AR650-032",-7.59412,43.5906,-8.9793,43.08114,M2,0,15,,2022-08-08 14:00:00.000,,
"2217AR004-004",-8.48397,42.256,-8.73385,43.11086,M1,0,17,,2022-08-09 14:00:00.000,,
"2207AR009-010",-7.54033,43.61175,-7.48271,43.27007,M3,0,39,,2022-08-20 14:00:00.000,,
"2121AR086-004",-7.47255,43.2602,-7.20897,43.48103,M3,0,17,,2022-08-09 14:00:00.000,,
"2112AR035-007",-8.9812,43.07846,-7.28924,43.37093,M2,0,40,,2022-08-21 08:00:00.000,,
"2214AR026-003",-8.62368,43.02384,-8.6377,43.02745,M1,0,0,,2022-08-01 08:00:00.000,,
"2117AR082-001",-8.4967,42.25088,-8.29134,42.18247,M3,0,35,,2022-08-18 14:00:00.000,,
"2215AR004-003",-8.72792,42.56341,-8.66993,43.0506,M1,0,22,,2022-08-12 08:00:00.000,,
"2117AR127-005",-8.29126,42.18164,-8.29209,42.18159,M3,0,34,,2022-08-18 08:00:00.000,,
"2117AR127-007",-8.29185,42.18135,-8.57732,42.09624,M3,0,21,,2022-08-11 14:00:00.000,,
"2105AR117-008",-7.23588,43.51419,-8.8453,41.92558,M2,0,24,,2022-08-13 08:00:00.000,,
"2121AR004-004",-7.18308,43.18367,-7.18018,43.18173,M2,0,28,,2022-08-15 08:00:00.000,,
"2121AR004-010",-7.18281,43.1812,-7.18369,43.18015,M2,0,47,,2022-08-24 14:00:00.000,,
"2121AR004-009",-7.18307,43.18101,-8.75063,42.04162,M2,0,12,,2022-08-07 08:00:00.000,,
"2215AR004-004",-8.73511,42.5633,-7.63858,43.64388,M1,0,7,,2022-08-04 14:00:00.000,,
"2117AR128-001",-8.58328,42.09546,-7.4744,43.27175,M3,0,11,,2022-08-06 14:00:00.000,,
"2217AR005-055",-8.70558,42.06824,-8.93962,43.02084,M2,0,45,,2022-08-23 14:00:00.000,,
"2212AR093-003",-8.94424,42.97888,-8.73462,43.11299,M1,0,33,,2022-08-17 14:00:00.000,,
"2016AR030-001",-8.56632,42.38984,-7.33865,43.40864,M3,0,46,,2022-08-24 08:00:00.000,,
"2106AR029-001",-7.32864,43.41287,-7.22695,43.45544,M2,0,16,,2022-08-09 08:00:00.000,,
"1905AR204-027",-7.22308,43.43648,-7.182,43.18198,M2,0,41,,2022-08-21 14:00:00.000,,
"2006AR102-003",-7.33864,43.40854,-7.82436,43.47339,M3,0,24,,2022-08-13 08:00:00.000,,
"2207AR009-021",-7.5398,43.612,-8.90729,43.01692,M3,0,49,,2022-08-25 14:00:00.000,,
"2121AR004-003",-7.17718,43.18375,-8.80572,43.02703,M2,0,8,,2022-08-05 08:00:00.000,,
"2212AR020-002",-8.90687,43.01676,-7.41391,43.68156,M3,0,11,,2022-08-06 14:00:00.000,,
"2107AR196-002",-7.41407,43.68165,-7.94231,43.64875,M3,0,18,,2022-08-10 08:00:00.000,,
"2212AR095-007",-8.73502,43.10331,-8.74306,43.11969,M1,0,12,,2022-08-07 08:00:00.000,,
"1920AR007-001",-7.72956,42.98804,-6.03718,43.50566,M2,0,35,,2022-08-18 14:00:00.000,,
"2205AR013-004",-7.20928,43.48128,-6.03363,43.50421,M3,0,12,,2022-08-07 08:00:00.000,,
"2215AR037-001",-8.52995,42.49417,-7.27266,43.50304,M2,0,49,,2022-08-25 14:00:00.000,,
"2212AR018-001",-8.902,43.13083,-8.90173,43.13034,M3,0,29,,2022-08-15 14:00:00.000,,
"2212AR019-001",-8.81051,43.04265,-8.73447,43.03788,M3,0,5,,2022-08-03 14:00:00.000,,
"1921AR030-001",-7.50066,43.2985,-8.73523,43.03774,M2,0,15,,2022-08-08 14:00:00.000,,
"2107AR196-005",-7.41045,43.68045,-7.41268,43.68225,M3,0,38,,2022-08-20 08:00:00.000,,
"2212AR018-002",-8.90086,43.1305,-7.9432,43.64979,M3,0,11,,2022-08-06 14:00:00.000,,
"2212AR019-005",-8.80951,43.04292,-8.74055,43.0395,M2,0,27,,2022-08-14 14:00:00.000,,
"2212AR019-006",-8.80947,43.04351,-8.97957,43.07904,M3,0,29,,2022-08-15 14:00:00.000,,
"2107AR200-007",-7.65455,43.57728,-7.67634,43.58071,M3,0,29,,2022-08-15 14:00:00.000,,
"1905AR204-030",-7.22296,43.43635,-7.17751,43.18365,M2,0,47,,2022-08-24 14:00:00.000,,
"2006AR001-006",-7.31035,43.43882,-7.34994,43.44782,M2,0,39,,2022-08-20 14:00:00.000,,
"2107AR200-009",-7.61293,43.70976,-7.17767,43.51733,M3,0,2,,2022-08-02 08:00:00.000,,
"1805AR223-001",-7.07007,43.51945,-8.7791,42.04555,M2,0,16,,2022-08-09 08:00:00.000,,
"2212AR095-006",-8.73597,43.10362,-8.62313,43.02772,M1,0,30,,2022-08-16 08:00:00.000,,
"2115AR130-006",-8.37309,42.69153,-8.61669,42.43211,M3,0,20,,2022-08-11 08:00:00.000,,
"2208AR058-012",-8.08703,43.63837,-7.12553,43.41982,M2,0,42,,2022-08-22 08:00:00.000,,
"2106AR020-007",-7.41426,43.48198,-7.41619,43.47835,M2,0,6,,2022-08-04 08:00:00.000,,
"2214AR026-001",-8.61597,43.03013,-8.75748,42.45986,M1,0,32,,2022-08-17 08:00:00.000,,
"2212AR019-003",-8.80792,43.0428,-7.17769,43.51518,M3,0,6,,2022-08-04 08:00:00.000,,
"2107AR027-001",-7.43514,43.62267,-7.24331,43.33375,M2,0,9,,2022-08-05 14:00:00.000,,
"2107AR074-001",-7.42689,43.61739,-7.49926,43.65599,M3,0,17,,2022-08-09 14:00:00.000,,
"2103AR087-001",-6.14171,43.51723,-7.9698,43.6524,M3,0,19,,2022-08-10 14:00:00.000,,
"2112AR035-008",-8.98073,43.07633,-8.03959,43.64012,M2,0,37,,2022-08-19 14:00:00.000,,
"1904AR008-005",-7.13112,43.39469,-7.22039,43.51183,M2,0,18,,2022-08-10 08:00:00.000,,
"2105AR117-012",-7.21926,43.50747,-8.0394,43.63936,M2,0,15,,2022-08-08 14:00:00.000,,
"2208AR058-006",-8.06039,43.64223,-8.80723,43.00041,M3,0,34,,2022-08-18 08:00:00.000,,
"2105AR117-030",-7.33338,43.59647,-8.05764,43.69093,M2,0,8,,2022-08-05 08:00:00.000,,
"2208AR158-010",-8.062,43.68551,-7.44341,43.62068,M2,0,30,,2022-08-16 08:00:00.000,,
"2206AR017-011",-7.50665,43.55737,-7.51341,43.55434,M2,0,28,,2022-08-15 08:00:00.000,,
"2112AR035-004",-8.9692,43.07657,-7.30192,43.49472,M2,0,17,,2022-08-09 14:00:00.000,,
"2105AR117-029",-7.32914,43.5994,-8.97718,43.06946,M1,0,29,,2022-08-15 14:00:00.000,,
"2117AR048-007",-8.30478,42.13524,-7.01713,43.49476,M3,0,44,,2022-08-23 08:00:00.000,,
"2204AR019-001",-7.0843,43.43521,-7.07619,43.43985,M0,0,18,,2022-08-10 08:00:00.000,,
"2105AR117-005",-7.23173,43.51874,-7.28673,43.40813,M2,0,38,,2022-08-20 08:00:00.000,,
"2206AR040-001",-7.28557,43.40793,-7.41667,43.47842,M2,0,36,,2022-08-19 08:00:00.000,,
"2106AR020-009",-7.30759,43.43084,-7.29235,43.3701,M2,0,2,,2022-08-02 08:00:00.000,,
"2207AR071-003",-7.48318,43.6596,-7.15778,43.39281,M1,0,17,,2022-08-09 14:00:00.000,,
"2206AR017-007",-7.44775,43.5615,-7.27068,43.49175,M2,0,5,,2022-08-03 14:00:00.000,,
"1806AR219-006",-7.27882,43.48189,-7.47108,43.55573,M2,0,29,,2022-08-15 14:00:00.000,,
"2217AR005-031",-8.7254,42.02316,-8.7267,42.0219,M2,0,38,,2022-08-20 08:00:00.000,,
"2217AR005-029",-8.72785,42.02476,-8.62606,42.97203,M2,0,12,,2022-08-07 08:00:00.000,,
"2007AR069-001",-7.40809,43.62303,-8.77839,42.11827,M2,0,48,,2022-08-25 08:00:00.000,,
"2204AR019-002",-7.09218,43.43559,-7.09556,43.41162,M0,0,2,,2022-08-02 08:00:00.000,,
"1906AR039-001",-7.3166,43.50518,-6.03095,43.49951,M3,0,32,,2022-08-17 08:00:00.000,,
"2208AR058-009",-8.09388,43.65218,-8.09382,43.65209,M3,0,15,,2022-08-08 14:00:00.000,,
"2107AR075-001",-7.59421,43.64298,-7.84301,42.76055,M3,0,36,,2022-08-19 08:00:00.000,,
"2120AR060-002",-7.84163,42.7583,-7.51372,43.68997,M3,0,35,,2022-08-18 14:00:00.000,,
"2207AR026-006",-7.41492,43.66038,-7.41431,43.66025,M3,0,11,,2022-08-06 14:00:00.000,,
"2207AR026-008",-7.41484,43.66138,-7.41499,43.66228,M3,0,0,,2022-08-01 08:00:00.000,,
"2208AR058-003",-8.01802,43.64794,-9.02692,42.671,M3,0,4,,2022-08-03 08:00:00.000,,
"2107AR083-004",-7.37854,43.41983,-8.06007,43.64212,M2,0,4,,2022-08-03 08:00:00.000,,
"2208AR158-008",-8.0575,43.69069,-7.32417,43.59966,M2,0,49,,2022-08-25 14:00:00.000,,
"2105AR117-017",-7.32206,43.59894,-8.61243,43.02406,M1,0,24,,2022-08-13 08:00:00.000,,
"2105AR117-022",-7.32009,43.60239,-7.32874,43.51091,M2,0,25,,2022-08-13 14:00:00.000,,
"1804AR127-003",-7.15313,43.38923,-7.29616,43.44628,M2,0,19,,2022-08-10 14:00:00.000,,
"2107AR200-001",-7.66146,43.57838,-7.30392,43.50667,M3,0,19,,2022-08-10 14:00:00.000,,
"2107AR203-008",-7.32349,43.46236,-7.12899,43.48152,M3,0,7,,2022-08-04 14:00:00.000,,
"2206AR017-002",-7.50767,43.55793,-8.72454,42.03249,M2,0,44,,2022-08-23 08:00:00.000,,
"2217AR005-022",-8.75292,42.04188,-7.41703,43.54987,M2,0,11,,2022-08-06 14:00:00.000,,
"2207AR025-002",-7.46976,43.62989,-8.97717,43.07601,M2,0,48,,2022-08-25 08:00:00.000,,
"2105AR117-015",-7.32552,43.59595,-7.32112,43.59928,M2,0,1,,2022-08-01 14:00:00.000,,
"2020AR053-001",-7.52985,43.11334,-7.4098,43.68371,M3,0,47,,2022-08-24 14:00:00.000,,
"2105AR117-018",-7.32061,43.60051,-7.32706,43.59914,M2,0,44,,2022-08-23 08:00:00.000,,
"2207AR026-005",-7.41301,43.66026,-7.45473,43.66879,M3,0,9,,2022-08-05 14:00:00.000,,
"2105AR117-028",-7.32797,43.59941,-7.33357,43.59686,M2,0,47,,2022-08-24 14:00:00.000,,
"2115AR096-001",-8.52124,42.487,-7.40063,43.65602,M3,0,28,,2022-08-15 08:00:00.000,,
"2105AR117-014",-7.28806,43.54352,-8.60513,42.97355,M1,0,21,,2022-08-11 14:00:00.000,,
"2105AR117-033",-7.35371,43.59347,-8.62411,42.99609,M2,0,23,,2022-08-12 14:00:00.000,,
"2214AR031-001",-8.59864,42.97811,-8.72827,42.56763,M1,0,37,,2022-08-19 14:00:00.000,,
"2214AR033-006",-8.62716,42.97913,-8.62483,42.97736,M2,0,45,,2022-08-23 14:00:00.000,,
"2214AR033-008",-8.6235,42.97784,-7.47873,43.62182,M2,0,40,,2022-08-21 08:00:00.000,,
"2217AR005-016",-8.74263,42.05618,-7.47845,43.62004,M2,0,49,,2022-08-25 14:00:00.000,,
"2214AR030-008",-8.63223,42.97864,-8.629,42.9803,M1,0,44,,2022-08-23 08:00:00.000,,
"2107AR199-002",-7.47684,43.61466,-8.77024,42.09346,M2,0,25,,2022-08-13 14:00:00.000,,
"2107AR203-001",-7.26094,43.55623,-7.51663,43.69354,M1,0,35,,2022-08-18 14:00:00.000,,
"2215AR004-007",-8.73605,42.55994,-8.74048,42.55682,M1,0,39,,2022-08-20 14:00:00.000,,
"1904AR122-017",-7.10229,43.42208,-7.27146,43.45205,M2,0,31,,2022-08-16 14:00:00.000,,
"2107AR200-004",-7.66573,43.57562,-7.27376,43.50272,M3,0,4,,2022-08-03 08:00:00.000,,
"2107AR200-005",-7.65791,43.58147,-7.35595,43.59291,M3,0,2,,2022-08-02 08:00:00.000,,
"2205AR022-001",-7.18361,43.50432,-7.13334,43.47946,M2,0,18,,2022-08-10 08:00:00.000,,
"2106AR082-001",-7.36284,43.58004,-7.27789,43.40078,M3,0,25,,2022-08-13 14:00:00.000,,
"2205AR022-002",-7.18195,43.50336,-8.6289,42.98065,M2,0,40,,2022-08-21 08:00:00.000,,
"2214AR033-003",-8.62913,42.98002,-8.62719,42.97989,M2,0,5,,2022-08-03 14:00:00.000,,
"2206AR052-004",-7.27936,43.40502,-7.27911,43.40448,M2,0,14,,2022-08-08 08:00:00.000,,
"2207AR032-001",-7.51076,43.692,-7.21335,43.48177,M3,0,21,,2022-08-11 14:00:00.000,,
"2004AR089-006",-7.12523,43.42016,-7.20602,43.41236,M2,0,2,,2022-08-02 08:00:00.000,,
"2106AR074-015",-7.36871,43.58584,-7.38117,43.58497,M3,0,38,,2022-08-20 08:00:00.000,,
"2105AR108-001",-7.21439,43.4799,-7.56462,43.60694,M3,0,10,,2022-08-06 08:00:00.000,,
"2107AR203-004",-7.48776,43.67876,-8.6141,42.99154,M1,0,28,,2022-08-15 08:00:00.000,,
"2208AR165-004",-7.79718,43.62744,-7.81108,43.61901,M0,0,13,,2022-08-07 14:00:00.000,,
"2205AR017-004",-7.2801,43.36916,-8.73988,43.15288,M2,0,36,,2022-08-19 08:00:00.000,,
"2105AR076-002",-7.21266,43.48226,-7.41613,43.68195,M3,0,0,,2022-08-01 08:00:00.000,,
"2207AR026-014",-7.40033,43.65608,-7.40069,43.65634,M3,0,11,,2022-08-06 14:00:00.000,,
"2106AR074-011",-7.43307,43.57082,-7.27261,43.50256,M3,0,49,,2022-08-25 14:00:00.000,,
"2112AR170-002",-8.72702,43.13557,-7.07524,43.41255,M2,0,2,,2022-08-02 08:00:00.000,,
"2106AR080-001",-7.25473,43.42387,-7.25668,43.42458,M3,0,21,,2022-08-11 14:00:00.000,,
"2106AR080-004",-7.25678,43.42514,-7.25663,43.42304,M3,0,15,,2022-08-08 14:00:00.000,,
"2106AR080-005",-7.2532,43.42404,-7.28982,43.4609,M3,0,20,,2022-08-11 08:00:00.000,,
"2214AR030-006",-8.61093,42.98168,-7.48967,43.67916,M1,0,46,,2022-08-24 08:00:00.000,,
"2204AR053-005",-6.84961,43.49144,-7.91168,43.4099,M2,0,13,,2022-08-07 14:00:00.000,,
"2021AR065-001",-7.19744,43.22698,-7.19811,43.22726,M3,0,44,,2022-08-23 08:00:00.000,,
"2121AR086-005",-7.40682,43.14921,-7.3416,43.50425,M3,0,39,,2022-08-20 14:00:00.000,,
"2214AR030-001",-8.61972,43.00115,-8.6199,42.97654,M1,0,41,,2022-08-21 14:00:00.000,,
"2205AR015-001",-7.20942,43.35012,-7.47307,43.62976,M2,0,36,,2022-08-19 08:00:00.000,,
"2121AR064-003",-7.32846,43.40606,-8.44516,42.36987,M3,0,38,,2022-08-20 08:00:00.000,,
"2216AR018-007",-8.45099,42.3701,-8.45182,42.37021,M3,0,1,,2022-08-01 14:00:00.000,,
"2206AR026-012",-7.3473,43.50238,-6.85078,43.49172,M2,0,4,,2022-08-03 08:00:00.000,,
"2105AR124-001",-7.20802,43.48057,-7.3559,43.46301,M3,0,45,,2022-08-23 14:00:00.000,,
"2204AR053-001",-6.84412,43.49704,-7.2714,43.45187,M2,0,46,,2022-08-24 08:00:00.000,,
"2007AR322-003",-7.64286,43.53975,-7.64252,43.53921,M3,0,29,,2022-08-15 14:00:00.000,,
"2107AR117-007",-7.50171,43.61785,-7.20833,43.21408,M3,0,11,,2022-08-06 14:00:00.000,,
"2207AR030-001",-7.72258,43.52942,-7.797,43.6275,M0,0,41,,2022-08-21 14:00:00.000,,
"2208AR165-023",-7.79837,43.62217,-7.79741,43.62367,M0,0,49,,2022-08-25 14:00:00.000,,
"2206AR019-002",-7.35574,43.46226,-8.66674,42.51508,M1,0,21,,2022-08-11 14:00:00.000,,
"2216AR018-003",-8.4503,42.37006,-8.45046,42.36995,M2,0,16,,2022-08-09 08:00:00.000,,
"2215AR043-005",-8.66295,42.50935,-8.66489,42.48656,M1,0,38,,2022-08-20 08:00:00.000,,
"2215AR043-017",-8.66969,42.49295,-8.66299,42.49822,M1,0,27,,2022-08-14 14:00:00.000,,
"2021AR065-006",-7.20502,43.21619,-7.46366,43.66964,M3,0,3,,2022-08-02 14:00:00.000,,
"2107AR175-012",-7.56873,43.57482,-8.60621,43.17827,M3,0,33,,2022-08-17 14:00:00.000,,
"2215AR043-007",-8.68015,42.5083,-8.67168,42.50516,M1,0,41,,2022-08-21 14:00:00.000,,
"2215AR043-009",-8.66378,42.4987,-8.66342,42.4992,M1,0,44,,2022-08-23 08:00:00.000,,
"2209AR027-006",-8.06722,43.27821,-7.22312,43.4372,M2,0,9,,2022-08-05 14:00:00.000,,
"2209AR042-003",-8.10998,43.35161,-8.68199,42.50377,M1,0,4,,2022-08-03 08:00:00.000,,
"1905AR204-008",-7.22303,43.43708,-7.22295,43.43698,M2,0,0,,2022-08-01 08:00:00.000,,
"2209AR042-004",-8.12031,43.35585,-8.1201,43.35578,M1,0,2,,2022-08-02 08:00:00.000,,
"2215AR043-014",-8.68382,42.50197,-8.67311,42.49376,M1,0,33,,2022-08-17 14:00:00.000,,
"2215AR043-016",-8.67436,42.49329,-8.68375,42.50213,M1,0,10,,2022-08-06 08:00:00.000,,
"2021AR065-014",-7.19724,43.21401,-7.82687,43.46999,M3,0,37,,2022-08-19 14:00:00.000,,
"2021AR065-022",-7.19867,43.22749,-7.56216,43.60716,M3,0,19,,2022-08-10 14:00:00.000,,
"2206AR026-008",-7.3299,43.51071,-7.4113,43.61206,M2,0,16,,2022-08-09 08:00:00.000,,
"2209AR042-007",-8.12006,43.35576,-8.68238,42.50266,M1,0,36,,2022-08-19 08:00:00.000,,
"2215AR043-001",-8.68856,42.49755,-8.68857,42.49711,M1,0,23,,2022-08-12 14:00:00.000,,
"2011AR095-004",-8.5469,43.07127,-7.59624,43.5829,M3,0,3,,2022-08-02 14:00:00.000,,
"2212AR095-001",-8.73342,43.11353,-7.79574,43.07583,M1,0,8,,2022-08-05 08:00:00.000,,
"2214AR034-002",-8.61996,42.97372,-8.61085,42.97788,M1,0,24,,2022-08-13 08:00:00.000,,
"2207AR056-010",-7.47959,43.67455,-7.22861,43.5548,M2,0,45,,2022-08-23 14:00:00.000,,
"2205AZ050-002",-7.2202,43.52131,-7.17171,43.40397,M2,0,45,,2022-08-23 14:00:00.000,,
"2204AR054-001",-6.843,43.4792,-6.84427,43.49605,M2,0,34,,2022-08-18 08:00:00.000,,
"2204AR053-004",-6.84851,43.49136,-6.84011,43.48137,M2,0,33,,2022-08-17 14:00:00.000,,
"2215AR043-003",-8.68871,42.49683,-8.67998,42.50852,M1,0,40,,2022-08-21 08:00:00.000,,
"2204AR054-003",-6.83515,43.47384,-6.84225,43.4801,M2,0,14,,2022-08-08 08:00:00.000,,
"2204AR054-006",-6.84043,43.48198,-6.83918,43.48025,M2,0,17,,2022-08-09 14:00:00.000,,
"2204AR055-004",-6.84047,43.48144,-6.84073,43.48201,M2,0,4,,2022-08-03 08:00:00.000,,
"1905AR204-012",-7.22313,43.43703,-6.84442,43.49691,M2,0,40,,2022-08-21 08:00:00.000,,
"2021AR065-008",-7.20466,43.21706,-7.34567,43.60548,M3,0,8,,2022-08-05 08:00:00.000,,
"2006AR112-003",-7.34604,43.60511,-7.6417,43.539,M3,0,17,,2022-08-09 14:00:00.000,,
"2004AR036-003",-7.13156,43.39918,-7.22859,43.40518,M2,0,26,,2022-08-14 08:00:00.000,,
"2107AR170-002",-7.42843,43.65417,-7.40308,43.67803,M3,0,15,,2022-08-08 14:00:00.000,,
"2209AR042-010",-8.10596,43.35175,-8.62125,42.96783,M1,0,28,,2022-08-15 08:00:00.000,,
"2006AR001-011",-7.34941,43.44198,-8.93582,43.02133,M2,0,32,,2022-08-17 08:00:00.000,,
"2114AR065-002",-8.60409,42.77618,-8.9406,43.01483,M3,0,46,,2022-08-24 08:00:00.000,,
"2204AR045-016",-7.09623,43.41973,-7.08156,43.4225,M0,0,18,,2022-08-10 08:00:00.000,,
"2204AR019-003",-7.08035,43.41925,-7.08276,43.41426,M0,0,5,,2022-08-03 14:00:00.000,,
"2204AR054-005",-6.83872,43.48162,-6.84386,43.49606,M2,0,16,,2022-08-09 08:00:00.000,,
"2216AR018-008",-8.45102,42.37032,-8.45113,42.37057,M2,0,46,,2022-08-24 08:00:00.000,,
"2216AR018-010",-8.45189,42.36968,-8.39629,42.65083,M3,0,7,,2022-08-04 14:00:00.000,,
"2216AR018-006",-8.45099,42.36988,-7.22988,43.52029,M2,0,8,,2022-08-05 08:00:00.000,,
"1905AR204-034",-7.22261,43.43616,-7.26661,43.42765,M2,0,43,,2022-08-22 14:00:00.000,,
"2105AR095-004",-7.25574,43.46171,-9.02909,42.66894,M3,0,27,,2022-08-14 14:00:00.000,,
"2214AR033-002",-8.62328,42.99532,-7.33669,43.51769,M2,0,13,,2022-08-07 14:00:00.000,,
"2115AR130-004",-8.40094,42.69039,-8.39576,42.6935,M3,0,29,,2022-08-15 14:00:00.000,,
"2214AR033-014",-8.61977,42.97011,-8.75433,41.97872,M2,0,17,,2022-08-09 14:00:00.000,,
"2121AR004-007",-7.18332,43.18176,-6.84148,43.48104,M2,0,9,,2022-08-05 14:00:00.000,,
"1905AR204-011",-7.22323,43.43715,-7.6304,43.67163,M2,0,0,,2022-08-01 08:00:00.000,,
"2121AR064-013",-7.2904,43.16794,-8.44514,42.37002,M3,0,9,,2022-08-05 14:00:00.000,,
"2007AR180-003",-7.6306,43.67166,-8.45068,42.36984,M2,0,12,,2022-08-07 08:00:00.000,,
"2007AR180-004",-7.63075,43.67203,-7.35921,43.42174,M2,0,32,,2022-08-17 08:00:00.000,,
"2215AR004-009",-8.73669,42.55931,-8.72932,42.31821,M1,0,16,,2022-08-09 08:00:00.000,,
"2208AR165-002",-7.7952,43.62589,-7.81477,43.61886,M0,0,40,,2022-08-21 08:00:00.000,,
"2214AR033-009",-8.6244,42.97653,-8.53333,42.59959,M2,0,13,,2022-08-07 14:00:00.000,,
"2004AR043-011",-7.10172,43.40424,-8.69725,42.94263,M2,0,41,,2022-08-21 14:00:00.000,,
"2214AR012-003",-8.69893,42.94268,-8.69737,42.94252,M3,0,24,,2022-08-13 08:00:00.000,,
"2214AR012-008",-8.73309,42.95313,-8.57305,43.16546,M2,0,29,,2022-08-15 14:00:00.000,,
"2207AR026-017",-7.40083,43.65599,-8.52557,42.59532,M3,0,48,,2022-08-25 08:00:00.000,,
"2208AR165-015",-7.81622,43.62071,-8.24974,42.21883,M0,0,41,,2022-08-21 14:00:00.000,,
"2006AR001-012",-7.34093,43.44378,-8.06461,43.26482,M2,0,2,,2022-08-02 08:00:00.000,,
"2107AR082-010",-7.34697,43.42065,-8.04253,43.25635,M2,0,6,,2022-08-04 08:00:00.000,,
"2115AR146-002",-8.53346,42.59946,-8.7748,42.95073,M3,0,10,,2022-08-06 08:00:00.000,,
"1920AR007-003",-7.7297,42.98216,-7.16322,43.40521,M2,0,11,,2022-08-06 14:00:00.000,,
"2214AR012-006",-8.70307,42.94508,-8.69763,42.94237,M3,0,13,,2022-08-07 14:00:00.000,,
"2214AR012-007",-8.73266,42.95372,-8.16793,42.71084,M2,0,19,,2022-08-10 14:00:00.000,,
"2214AR005-001",-9.03534,42.61961,-7.82789,43.46632,M3,0,30,,2022-08-16 08:00:00.000,,
"2204AR057-004",-6.83337,43.4744,-7.50753,43.55772,M2,0,30,,2022-08-16 08:00:00.000,,
"2006AR036-001",-7.26918,43.44482,-7.22287,43.43628,M2,0,25,,2022-08-13 14:00:00.000,,
"2006AR037-003",-7.27049,43.45521,-7.61745,43.56018,M2,0,36,,2022-08-19 08:00:00.000,,
"2105AR117-024",-7.32599,43.59938,-7.32848,43.60086,M2,0,31,,2022-08-16 14:00:00.000,,
"2105AR117-021",-7.32172,43.60163,-7.09624,43.42001,M2,0,20,,2022-08-11 08:00:00.000,,
"2107AR200-014",-7.5969,43.58261,-8.09403,43.65192,M3,0,37,,2022-08-19 14:00:00.000,,
"2115AR146-006",-8.53373,42.59991,-8.53348,42.59986,M3,0,7,,2022-08-04 14:00:00.000,,
"2204AR047-005",-7.08623,43.41353,-7.08359,43.41648,M2,0,20,,2022-08-11 08:00:00.000,,
"2105AR117-034",-7.35802,43.58838,-7.31857,43.51158,M2,0,47,,2022-08-24 14:00:00.000,,
"2205AR028-002",-7.16385,43.45454,-7.16289,43.4554,M2,0,24,,2022-08-13 08:00:00.000,,
"2115AR146-005",-8.53357,42.59989,-7.32266,43.46197,M3,0,32,,2022-08-17 08:00:00.000,,
"2105AR095-002",-7.20888,43.4981,-7.24875,43.51188,M3,0,22,,2022-08-12 08:00:00.000,,
"2207AR063-002",-7.45051,43.65131,-7.26166,43.53709,M1,0,19,,2022-08-10 14:00:00.000,,
"2207AR063-003",-7.39876,43.62929,-8.62724,42.94806,M1,0,20,,2022-08-11 08:00:00.000,,
"2117AR048-004",-8.2955,42.13807,-7.55831,43.70375,M3,0,19,,2022-08-10 14:00:00.000,,
"2207AR038-003",-7.55838,43.70378,-7.55846,43.70382,M3,0,24,,2022-08-13 08:00:00.000,,
"2215AR047-001",-8.66705,42.49871,-8.66794,42.49856,M1,0,17,,2022-08-09 14:00:00.000,,
"2215AR047-008",-8.738,42.47374,-8.72989,42.47592,M1,0,8,,2022-08-05 08:00:00.000,,
"2215AR047-010",-8.72991,42.47622,-8.72978,42.47646,M1,0,42,,2022-08-22 08:00:00.000,,
"2207AR039-001",-7.40939,43.67988,-7.40893,43.67992,M3,0,28,,2022-08-15 08:00:00.000,,
"2207AR039-010",-7.39025,43.64009,-6.84544,43.49692,M3,0,43,,2022-08-22 14:00:00.000,,
"1904AR090-026",-7.1611,43.40917,-6.84046,43.47745,M2,0,42,,2022-08-22 08:00:00.000,,
"2204AR055-006",-6.83799,43.48276,-6.84098,43.48128,M2,0,40,,2022-08-21 08:00:00.000,,
"2117AR048-006",-8.29982,42.135,-7.38896,43.63808,M3,0,30,,2022-08-16 08:00:00.000,,
"2206AR017-010",-7.47101,43.55598,-7.20705,43.41548,M2,0,20,,2022-08-11 08:00:00.000,,
"1905AR143-003",-7.23314,43.40592,-7.20568,43.41562,M2,0,17,,2022-08-09 14:00:00.000,,
